Unnamed: 0,d,mean
0,-1.2754634358356756,-1.2754634358356756
200,-0.7187635889561527,-0.7187635889561527
400,-0.2226133008911359,-0.2226133008911359
600,0.2312158311833983,0.2312158311833983
800,0.4042004740940861,0.4042004740940861
1000,0.5771553496813513,0.5771553496813513
1200,0.8518274772378562,0.8518274772378562
1400,1.201499253776723,1.201499253776723
1600,1.5523502515273857,1.5523502515273857
1800,1.94575174732471,1.94575174732471
2000,2.271579166669096,2.271579166669096
2200,2.531172980840586,2.531172980840586
2400,2.477072360799794,2.477072360799794
2600,2.462195562231561,2.462195562231561
2800,2.5015073901086304,2.5015073901086304
3000,2.4930243675361226,2.4930243675361226
3200,2.5340721067133507,2.5340721067133507
3400,2.604168993851753,2.604168993851753
3600,2.569506948931621,2.569506948931621
3800,2.4841269388363862,2.4841269388363862
4000,2.176457953508569,2.176457953508569
4200,1.939461440813644,1.939461440813644
4400,1.786776720718356,1.786776720718356
4600,1.6195995097431812,1.6195995097431812
4800,1.5437609848013034,1.5437609848013034
5000,1.478290288001961,1.478290288001961
5200,1.4069234193212357,1.4069234193212357
5400,1.2765454403805685,1.2765454403805685
5600,1.0602317513229245,1.0602317513229245
5800,0.746260804982354,0.746260804982354
6000,0.5283606858376508,0.5283606858376508
6200,0.4103654546087618,0.4103654546087618
6400,0.1692572957356089,0.1692572957356089
6600,0.1069679497413446,0.1069679497413446
6800,-0.0316937163238112,-0.0316937163238112
7000,-0.1437528157098296,-0.1437528157098296
7200,-0.3167470141200461,-0.3167470141200461
7400,-0.6542493881390743,-0.6542493881390743
7600,-0.9559162137296386,-0.9559162137296386
7800,-1.2032228758064225,-1.2032228758064225
8000,-1.295994286281276,-1.295994286281276
8200,-1.4277795256331254,-1.4277795256331254
8400,-1.4230669568643202,-1.4230669568643202
8600,-1.4964971040149864,-1.4964971040149864
8800,-1.496979668321823,-1.496979668321823
9000,-1.593933461105848,-1.593933461105848
9200,-1.8474498712104224,-1.8474498712104224
9400,-1.9515772538768088,-1.9515772538768088
9600,-1.9516303402279584,-1.9516303402279584
9800,-1.8364979508949149,-1.8364979508949149
10000,-1.6295834581690216,-1.6295834581690216
10200,-1.2740758270586037,-1.2740758270586037
10400,-0.9612035636602444,-0.9612035636602444
10600,-0.6457719373918964,-0.6457719373918964
10800,-0.3816663245712307,-0.3816663245712307
11000,-0.3750201990243051,-0.3750201990243051
11200,-0.2498651680600668,-0.2498651680600668
11400,0.0293881570264008,0.0293881570264008
11600,0.2863973268911124,0.2863973268911124
11800,0.6680328133665746,0.6680328133665746
12000,0.9121698198365072,0.9121698198365072
12200,1.142143914968068,1.142143914968068
12400,1.2822165301204491,1.2822165301204491
12600,1.1720517484502035,1.1720517484502035
12800,1.1209036929977327,1.1209036929977327
13000,1.15537622326792,1.15537622326792
13200,1.1670720214510957,1.1670720214510957
13400,1.2576940325631816,1.2576940325631816
13600,1.3190280778496728,1.3190280778496728
13800,1.2947595160274854,1.2947595160274854
14000,1.2557497659507568,1.2557497659507568
14200,1.06948908411651,1.06948908411651
14400,0.8586211865557393,0.8586211865557393
14600,0.7098152323958803,0.7098152323958803
14800,0.6361599985144862,0.6361599985144862
15000,0.4979329187460272,0.4979329187460272
15200,0.5168087092401453,0.5168087092401453
15400,0.4319804172786595,0.4319804172786595
15600,0.3703653013406541,0.3703653013406541
15800,0.2926441744503618,0.2926441744503618
16000,0.0605607790167036,0.0605607790167036
16200,-0.1167321277833086,-0.1167321277833086
16400,-0.2566280622587512,-0.2566280622587512
16600,-0.2579554590776222,-0.2579554590776222
16800,-0.3406993141813962,-0.3406993141813962
17000,-0.2579829134795333,-0.2579829134795333
17200,-0.2737761213806972,-0.2737761213806972
17400,-0.2763812372290115,-0.2763812372290115
17600,-0.3404637971177983,-0.3404637971177983
17800,-0.582444330597674,-0.582444330597674
18000,-0.7451551404334836,-0.7451551404334836
18200,-0.8717865260516856,-0.8717865260516856
18400,-0.9100674837783954,-0.9100674837783954
18600,-0.9915886798299596,-0.9915886798299596
18800,-0.9371995663704932,-0.9371995663704932
19000,-0.9976849961198042,-0.9976849961198042
19200,-1.0113938601572283,-1.0113938601572283
19400,-1.096774681911973,-1.096774681911973
19600,-1.3697625959328446,-1.3697625959328446
19800,-1.5505341618789636,-1.5505341618789636
20000,-1.5402086167564053,-1.5402086167564053
20200,-1.5081877448915106,-1.5081877448915106
20400,-1.3274668931608822,-1.3274668931608822
20600,-1.0325825182939496,-1.0325825182939496
20800,-0.8160863854417045,-0.8160863854417045
21000,-0.5436740191284735,-0.5436740191284735
21200,-0.2916652992548383,-0.2916652992548383
21400,-0.3027099683680913,-0.3027099683680913
21600,-0.194938565949123,-0.194938565949123
21800,0.0470457474988569,0.0470457474988569
22000,0.2193781040921326,0.2193781040921326
22200,0.5673921553107213,0.5673921553107213
22400,0.784064466699152,0.784064466699152
22600,0.9681928069239952,0.9681928069239952
22800,1.1192990991753975,1.1192990991753975
23000,1.1205944248469932,1.1205944248469932
23200,1.0817258214264631,1.0817258214264631
23400,1.1014127066212092,1.1014127066212092
23600,1.2374589241868437,1.2374589241868437
23800,1.3348582859167346,1.3348582859167346
24000,1.4806581111474622,1.4806581111474622
24200,1.466054488241543,1.466054488241543
24400,1.4664821732865363,1.4664821732865363
24600,1.4296867626654353,1.4296867626654353
24800,1.1412219276966216,1.1412219276966216
25000,0.9415151643409848,0.9415151643409848
25200,0.8497124186486001,0.8497124186486001
25400,0.7289106506827445,0.7289106506827445
25600,0.718979643059356,0.718979643059356
25800,0.7070903644606306,0.7070903644606306
26000,0.6240553335232675,0.6240553335232675
26200,0.5186356630580815,0.5186356630580815
26400,0.4049510420091976,0.4049510420091976
26600,0.0973726901574283,0.0973726901574283
26800,-0.1346965663377164,-0.1346965663377164
27000,-0.2179041277014629,-0.2179041277014629
27200,-0.4201645377551595,-0.4201645377551595
27400,-0.4106202054497939,-0.4106202054497939
27600,-0.4675154092350378,-0.4675154092350378
27800,-0.5483892058086208,-0.5483892058086208
28000,-0.6003709245796812,-0.6003709245796812
28200,-0.7030736564580174,-0.7030736564580174
28400,-0.9934532740122156,-0.9934532740122156
28600,-1.1860124060112385,-1.1860124060112385
28800,-1.2598785138632702,-1.2598785138632702
29000,-1.3445257963923447,-1.3445257963923447
29200,-1.3565873184777475,-1.3565873184777475
29400,-1.3214416366689925,-1.3214416366689925
29600,-1.3359083620813617,-1.3359083620813617
29800,-1.2751464487051043,-1.2751464487051043
30000,-1.2139760176964527,-1.2139760176964527
30200,-1.3388021776509755,-1.3388021776509755
30400,-1.3007648600338035,-1.3007648600338035
30600,-1.139643570006195,-1.139643570006195
30800,-0.888605256820168,-0.888605256820168
31000,-0.529064930648832,-0.529064930648832
31200,-0.1139448893541167,-0.1139448893541167
31400,0.1627697303802072,0.1627697303802072
31600,0.4076462338237421,0.4076462338237421
31800,0.6243983860589102,0.6243983860589102
32000,0.5656861522876511,0.5656861522876511
32200,0.583826352760621,0.583826352760621
32400,0.6901922426294549,0.6901922426294549
32600,0.8053509270839483,0.8053509270839483
32800,1.0172387566974117,1.0172387566974117
33000,1.2059003533080248,1.2059003533080248
33200,1.313616033167241,1.313616033167241
33400,1.372488673556036,1.372488673556036
33600,1.361972304577216,1.361972304577216
33800,1.1789443440115703,1.1789443440115703
34000,1.0979087277510424,1.0979087277510424
34200,1.1526988590613452,1.1526988590613452
34400,1.0928114844415966,1.0928114844415966
34600,1.1820247092059055,1.1820247092059055
34800,1.154902463918691,1.154902463918691
35000,1.1341111270388209,1.1341111270388209
35200,1.073753261409416,1.073753261409416
35400,0.8141448427210876,0.8141448427210876
35600,0.6706186266241518,0.6706186266241518
35800,0.5465238211138028,0.5465238211138028
36000,0.4964823675955315,0.4964823675955315
36200,0.3903790074843957,0.3903790074843957
36400,0.421092387504546,0.421092387504546
36600,0.3280950941070554,0.3280950941070554
36800,0.2753629608552539,0.2753629608552539
37000,0.1858967314833159,0.1858967314833159
37200,-0.0775384576144761,-0.0775384576144761
37400,-0.2545259999799137,-0.2545259999799137
37600,-0.4139059721411324,-0.4139059721411324
37800,-0.4318693184818676,-0.4318693184818676
38000,-0.5267840563270266,-0.5267840563270266
38200,-0.4737232343754426,-0.4737232343754426
38400,-0.5100083297870542,-0.5100083297870542
38600,-0.4985964701520819,-0.4985964701520819
38800,-0.5225514720996608,-0.5225514720996608
39000,-0.714119146114823,-0.714119146114823
39200,-0.8190343985973935,-0.8190343985973935
39400,-0.915424162419682,-0.915424162419682
39600,-0.8988624149529049,-0.8988624149529049
