,d
0,-1.8038465653290685
1,-1.800236545514059
2,-1.8013111072531978
3,-1.803353509164336
4,-1.8076392044176408
5,-1.808348349667105
6,-1.804430359955385
7,-1.8043125647174896
8,-1.80580886125064
9,-1.8042639648624612
10,-1.8045835528703444
11,-1.8049333467997053
12,-1.8071121294542223
13,-1.807837736752097
14,-1.8094507778208981
15,-1.8118720976502931
16,-1.804884633463023
17,-1.8069634517737407
18,-1.8094454560950588
19,-1.806922877308051
20,-1.8044026958062804
21,-1.801361807186688
22,-1.8042394067526686
23,-1.802006461069409
24,-1.80247653601447
25,-1.8048028554637003
26,-1.8049164334739087
27,-1.8074821962873537
28,-1.8063175788387924
29,-1.8044036193973658
30,-1.8071015514639808
31,-1.810852479796361
32,-1.8111991445444489
33,-1.809655571880889
34,-1.8078495252881812
35,-1.8059910971306632
36,-1.8050927690122354
37,-1.7999221928708966
38,-1.7998036549672907
39,-1.8029429497703346
40,-1.804380937070756
41,-1.8008927848127447
42,-1.7983791748453393
43,-1.7992740042763675
44,-1.8013517163081583
45,-1.8000798208348527
46,-1.802037411461946
47,-1.8033224032704747
48,-1.8028974730567142
49,-1.8038551105687017
50,-1.804975450815884
51,-1.803642043945692
52,-1.8017696602973268
53,-1.8015898843593163
54,-1.801943017544343
55,-1.8014367636087956
56,-1.8007246339117973
57,-1.7992426675826632
58,-1.7987696294833058
59,-1.799642242797052
60,-1.7969113105113672
61,-1.7944964028494803
62,-1.793549357490133
63,-1.7945633748357652
64,-1.797469748950023
65,-1.7900255279396524
66,-1.7895914800085637
67,-1.7928292474856669
68,-1.7924452629529866
69,-1.7918033111020326
70,-1.7916878313379365
71,-1.7943693620767094
72,-1.7925215194190844
73,-1.7880998869612252
74,-1.7895241387762706
75,-1.7917377953293596
76,-1.79227194455814
77,-1.7899271118651794
78,-1.791030340183565
79,-1.7899488618350612
80,-1.7842124540881472
81,-1.7830736200423645
82,-1.7820986126282452
83,-1.7780736390703924
84,-1.7776805167946865
85,-1.7795994130439479
86,-1.7802126156625484
87,-1.7803478749718011
88,-1.7781412825074991
89,-1.773435374168284
90,-1.776000130592795
91,-1.7729804431597789
92,-1.7737935523340196
93,-1.772078336119397
94,-1.769014928377079
95,-1.7697233446655354
96,-1.7663644405730052
97,-1.765806789082898
98,-1.7696404609248482
99,-1.766554937691731
100,-1.765085966363598
101,-1.7661688073358275
102,-1.761320540399983
103,-1.7610342706031097
104,-1.7616923991100257
105,-1.7597064911630702
106,-1.7614268462166387
107,-1.7620391922815393
108,-1.7591761596834703
109,-1.7600214978039146
110,-1.75909868003335
111,-1.7577588515114555
112,-1.7543034761599599
113,-1.7530727576537792
114,-1.7523922297320518
115,-1.7510288850812004
116,-1.7537542837686757
117,-1.7488137709831884
118,-1.7443339135780527
119,-1.7442021190623807
120,-1.745161742119397
121,-1.7465198100725852
122,-1.7421326686216876
123,-1.7441800591220924
124,-1.74420723486737
125,-1.740808322199589
126,-1.7380221754152168
127,-1.7374276231415622
128,-1.7358225581286342
129,-1.7347065203050684
130,-1.7320455311183434
131,-1.7283977790304923
132,-1.7276484087881503
133,-1.7315437122912625
134,-1.7300063031549375
135,-1.7272741561558593
136,-1.7285515666728157
137,-1.7272261966556146
138,-1.727286765671313
139,-1.7233503328728292
140,-1.7180456700317939
141,-1.7161928364007064
142,-1.7130670769307532
143,-1.7128681514981323
144,-1.713674115161282
145,-1.7121714516672086
146,-1.7126904795959013
147,-1.7136558600992768
148,-1.7161009725422722
149,-1.7139958212028186
150,-1.7082102470356282
151,-1.7096123011441904
152,-1.7085237683187573
153,-1.706493782193396
154,-1.70352630223859
155,-1.7013121830767957
156,-1.6995237461301151
157,-1.7017819121118232
158,-1.700895805965944
159,-1.6987269127337603
160,-1.6913483021410454
161,-1.6876151070079886
162,-1.68979213469996
163,-1.6884598127797013
164,-1.6914706676601567
165,-1.6912316327236605
166,-1.692271696685871
167,-1.6901875304001823
168,-1.686111388964937
169,-1.6844792273709057
170,-1.6797559089764267
171,-1.6802721316042741
172,-1.6821512649647299
173,-1.678344734905922
174,-1.677616865231755
175,-1.6747336921515743
176,-1.6761084878216963
177,-1.6763029849160629
178,-1.6754660429782846
179,-1.6724684781713295
180,-1.6700531240550036
181,-1.6692814091301604
182,-1.6624375943432153
183,-1.6605539828081266
184,-1.6597429746224555
185,-1.6590136658737566
186,-1.656742548277048
187,-1.6569361835826575
188,-1.6567541687118414
189,-1.6559738127301897
190,-1.6523795827564958
191,-1.655550311285863
192,-1.6513093244733388
193,-1.6473441989480913
194,-1.648840540611032
195,-1.6458275392937336
196,-1.644504754207839
197,-1.6446628127377385
198,-1.642701421035354
199,-1.6382147156134215
200,-1.6388945661867476
201,-1.638124785163978
202,-1.637927617955154
203,-1.635410453394003
204,-1.6352867883961097
205,-1.6326398246368896
206,-1.6313565711989724
207,-1.6346471155126452
208,-1.6310033967477222
209,-1.6288985575920796
210,-1.624530621766871
211,-1.6226174507178543
212,-1.623870464361609
213,-1.6274318023466108
214,-1.6257747934865432
215,-1.6183751396711639
216,-1.618156774842842
217,-1.6154395128455155
218,-1.61524350667238
219,-1.6121302724873514
220,-1.6082946333027812
221,-1.607840769856437
222,-1.613482651705565
223,-1.612227919082634
224,-1.604842747265935
