,d
0,0.5084105847519752
1,0.5098535915274495
2,0.5111359275725764
3,0.5149670295950305
4,0.5186860891606243
5,0.5174049619720176
6,0.5177181890819612
7,0.5180817292157359
8,0.5225264228220737
9,0.5229916339712278
10,0.5230826603006292
11,0.5250467077636939
12,0.5238515272684257
13,0.5233222003997953
14,0.5220724511345554
15,0.5239215272508578
16,0.5281510250332156
17,0.5325001852315809
18,0.5312616422014574
19,0.5338831276092805
20,0.537750550529248
21,0.5362267024713655
22,0.5387899907143031
23,0.541360735468765
24,0.5382893188797956
25,0.5356985256868316
26,0.5368311292961712
27,0.5424326252114222
28,0.5453240758033173
29,0.5448519890327992
30,0.5460767211020883
31,0.5471118741133096
32,0.5433610366553056
33,0.5447096911833894
34,0.5488644843334495
35,0.5510327729077765
36,0.5523444339554662
37,0.552264720803892
38,0.5536883554145483
39,0.553709247101231
40,0.55215206320411
41,0.551343435241842
42,0.5513892048278247
43,0.5522506667566237
44,0.5539685976626483
45,0.5551794738300238
46,0.5601573839990457
47,0.5575033145519325
48,0.5598345214026157
49,0.5609296112479797
50,0.5606433486455218
51,0.5630549330430961
52,0.565976064166964
53,0.5643241773911314
54,0.5631848866984716
55,0.5664770991909609
56,0.5673914958967332
57,0.5677779870977567
58,0.5686971217823553
59,0.56974602283778
60,0.567183569427962
61,0.5691802378393273
62,0.569333575234675
63,0.5741449959455005
64,0.5744664086924118
65,0.5741594721908577
66,0.5752546681514605
67,0.5768134690285803
68,0.5760702442553669
69,0.5787741830941318
70,0.5768208425785682
71,0.5789190063602645
72,0.581601892600806
73,0.5842863837961637
74,0.5848254393341609
75,0.5845642286656034
76,0.5832617011733722
77,0.5863812740519917
78,0.5866085809512589
79,0.5872299991351415
80,0.5879439017586101
81,0.5929564359009691
82,0.5900877642559478
83,0.5895202484331098
84,0.5924234860034652
85,0.594857573020779
86,0.5949214082066915
87,0.5952416129299339
88,0.5945841184027607
89,0.5925320794109205
90,0.5947979616638472
91,0.5973778552237577
92,0.597995071549159
93,0.5978133247407377
94,0.5966789684975101
95,0.6001036426972792
96,0.5991590317513161
97,0.6005394903629194
98,0.6012809855031416
99,0.6005160548215113
100,0.6037469512003264
101,0.605271631506593
102,0.6065340615455596
103,0.6074125091144752
104,0.60740811012429
105,0.6096208299736935
106,0.6099604971069789
107,0.6079934579970323
108,0.6080169034503838
109,0.6131328049379462
110,0.6138031455381054
111,0.6130984970288781
112,0.6139494645999296
113,0.6162312123241619
114,0.6155834195018055
115,0.61672328957564
116,0.6196900944686099
117,0.6198239543440166
118,0.6181879943476285
119,0.6198585460720897
120,0.6239307738095828
121,0.6227652054945474
122,0.6244056754410277
123,0.6267428126666026
124,0.6288617836059056
125,0.6282721142302874
126,0.6279119859721263
127,0.6315642290340894
128,0.6280614495277868
129,0.6294404384015618
130,0.6324292619866667
131,0.6324878838019863
132,0.6333186972686674
133,0.6370894023689905
134,0.6370414639330608
135,0.6371049368675873
136,0.639449452063875
137,0.6416028184837411
138,0.6421769742104022
139,0.6410805564077445
140,0.6423080561719107
141,0.6431133656023191
142,0.6435945514589169
143,0.6437861032846963
144,0.6443322955046984
145,0.6474473803839211
146,0.6503963684572956
147,0.6504467118034861
148,0.6523290991052628
149,0.6532115888876936
150,0.650592177585509
151,0.6483715677495677
152,0.649179322320017
153,0.6529158124175133
154,0.6582101086001197
155,0.6589905031961797
156,0.6570151830945904
157,0.6565424067004428
158,0.6574049153217052
159,0.6578837786336367
160,0.6572060366632287
161,0.66217938658983
162,0.6609045833742684
163,0.6608620122423942
164,0.6618397004532841
165,0.6630104428193639
166,0.6662808332053561
167,0.6665203854618511
168,0.6679448048760017
169,0.670465944292118
170,0.6712420918987716
171,0.6703652329748229
172,0.6709682910320163
173,0.670997179883024
174,0.6734160474884213
175,0.671364452656123
176,0.6712541392756748
177,0.6742093078825812
178,0.6767924570434173
179,0.679586915570845
180,0.678163222829671
181,0.6752533389899811
182,0.6778512115484576
183,0.6831987682497853
184,0.6842380334968539
185,0.6838570433059328
186,0.6815216486682001
187,0.6842067789600272
188,0.6876752220630675
189,0.6891358482508945
190,0.6923329208242782
191,0.693026080427504
192,0.694358561886539
193,0.693817681645828
194,0.693302315497337
195,0.6953360416851334
196,0.6987486439044779
197,0.6978103113456412
198,0.6973230523403808
199,0.6988526986702217
